Source;Target;Type;Id;Weight
118;154;Undirected;1069;1
118;84;Undirected;1070;1
118;139;Undirected;1071;1
118;50;Undirected;1072;1
118;163;Undirected;1073;1
118;177;Undirected;1074;1
118;195;Undirected;1075;1
118;194;Undirected;1076;1
118;7;Undirected;1077;1
118;136;Undirected;1078;1
118;70;Undirected;1079;1
118;109;Undirected;1080;1
118;200;Undirected;1081;1
118;196;Undirected;1082;1
118;132;Undirected;1083;1
118;80;Undirected;1084;1
118;24;Undirected;1085;1
118;192;Undirected;1086;1
118;87;Undirected;1087;1
118;66;Undirected;1088;1
118;188;Undirected;1089;1
118;115;Undirected;1090;1
118;189;Undirected;1091;1
118;148;Undirected;1092;1
118;183;Undirected;1093;1
118;130;Undirected;1094;1
118;173;Undirected;1095;1
118;127;Undirected;1096;1
119;136;Undirected;1097;1
119;154;Undirected;1098;1
119;70;Undirected;1099;1
119;50;Undirected;1100;1
119;80;Undirected;1101;1
119;211;Undirected;1102;1
119;130;Undirected;1103;1
119;95;Undirected;1104;1
119;37;Undirected;1105;1
119;41;Undirected;1106;1
120;154;Undirected;1107;1
120;84;Undirected;1108;1
120;96;Undirected;1109;1
120;229;Undirected;1110;1
120;50;Undirected;1111;1
120;36;Undirected;1112;1
120;2;Undirected;1113;1
120;130;Undirected;1114;1
120;92;Undirected;1115;1
120;9;Undirected;1116;1
120;41;Undirected;1117;1
120;136;Undirected;1118;1
120;80;Undirected;1119;1
121;70;Undirected;1120;1
122;182;Undirected;1121;1
122;145;Undirected;1122;1
122;130;Undirected;1123;1
122;41;Undirected;1124;1
123;154;Undirected;1125;1
123;87;Undirected;1126;1
123;84;Undirected;1127;1
123;50;Undirected;1128;1
123;80;Undirected;1129;1
123;41;Undirected;1130;1
124;136;Undirected;1131;1
124;64;Undirected;1132;1
125;136;Undirected;1133;1
125;59;Undirected;1134;1
125;35;Undirected;1135;1
125;119;Undirected;1136;1
125;50;Undirected;1137;1
126;70;Undirected;1138;1
127;192;Undirected;1139;1
127;154;Undirected;1140;1
127;87;Undirected;1141;1
127;84;Undirected;1142;1
127;106;Undirected;1143;1
127;189;Undirected;1144;1
127;50;Undirected;1145;1
127;130;Undirected;1146;1
127;173;Undirected;1147;1
127;136;Undirected;1148;1
127;70;Undirected;1149;1
127;109;Undirected;1150;1
127;0;Undirected;1151;1
127;200;Undirected;1152;1
127;80;Undirected;1153;1
127;118;Undirected;1154;1
128;49;Undirected;1155;1
128;154;Undirected;1156;1
128;50;Undirected;1157;1
128;20;Undirected;1158;1
128;130;Undirected;1159;1
128;168;Undirected;1160;1
128;14;Undirected;1161;1
128;41;Undirected;1162;1
128;136;Undirected;1163;1
128;31;Undirected;1164;1
128;70;Undirected;1165;1
128;82;Undirected;1166;1
128;207;Undirected;1167;1
129;80;Undirected;1168;1
130;182;Undirected;1169;1
130;55;Undirected;1170;1
130;25;Undirected;1171;1
130;154;Undirected;1172;1
130;11;Undirected;1173;1
130;81;Undirected;1174;1
130;106;Undirected;1175;1
130;212;Undirected;1176;1
130;145;Undirected;1177;1
130;50;Undirected;1178;1
130;34;Undirected;1179;1
130;14;Undirected;1180;1
130;213;Undirected;1181;1
130;41;Undirected;1182;1
130;172;Undirected;1183;1
130;70;Undirected;1184;1
130;200;Undirected;1185;1
130;180;Undirected;1186;1
130;118;Undirected;1187;1
130;76;Undirected;1188;1
130;207;Undirected;1189;1
130;133;Undirected;1190;1
130;205;Undirected;1191;1
130;19;Undirected;1192;1
130;87;Undirected;1193;1
130;193;Undirected;1194;1
130;131;Undirected;1195;1
130;171;Undirected;1196;1
130;168;Undirected;1197;1
130;69;Undirected;1198;1
130;9;Undirected;1199;1
130;59;Undirected;1200;1
130;35;Undirected;1201;1
130;179;Undirected;1202;1
130;111;Undirected;1203;1
130;105;Undirected;1204;1
130;110;Undirected;1205;1
130;49;Undirected;1206;1
130;84;Undirected;1207;1
130;169;Undirected;1208;1
130;229;Undirected;1209;1
130;163;Undirected;1210;1
130;119;Undirected;1211;1
130;48;Undirected;1212;1
130;152;Undirected;1213;1
130;44;Undirected;1214;1
130;46;Undirected;1215;1
130;10;Undirected;1216;1
130;97;Undirected;1217;1
130;22;Undirected;1218;1
130;175;Undirected;1219;1
130;79;Undirected;1220;1
130;5;Undirected;1221;1
130;136;Undirected;1222;1
130;159;Undirected;1223;1
130;217;Undirected;1224;1
130;198;Undirected;1225;1
130;13;Undirected;1226;1
130;101;Undirected;1227;1
130;190;Undirected;1228;1
130;109;Undirected;1229;1
130;120;Undirected;1230;1
130;0;Undirected;1231;1
130;132;Undirected;1232;1
130;185;Undirected;1233;1
130;122;Undirected;1234;1
130;80;Undirected;1235;1
130;37;Undirected;1236;1
130;219;Undirected;1237;1
130;201;Undirected;1238;1
130;61;Undirected;1239;1
130;96;Undirected;1240;1
130;65;Undirected;1241;1
130;128;Undirected;1242;1
130;115;Undirected;1243;1
130;189;Undirected;1244;1
130;176;Undirected;1245;1
130;45;Undirected;1246;1
130;78;Undirected;1247;1
130;203;Undirected;1248;1
130;138;Undirected;1249;1
130;82;Undirected;1250;1
130;113;Undirected;1251;1
130;86;Undirected;1252;1
130;127;Undirected;1253;1
130;77;Undirected;1254;1
131;50;Undirected;1255;1
131;80;Undirected;1256;1
131;130;Undirected;1257;1
131;219;Undirected;1258;1
132;154;Undirected;1259;1
132;84;Undirected;1260;1
132;48;Undirected;1261;1
132;50;Undirected;1262;1
132;163;Undirected;1263;1
132;20;Undirected;1264;1
132;130;Undirected;1265;1
132;91;Undirected;1266;1
132;136;Undirected;1267;1
132;70;Undirected;1268;1
132;80;Undirected;1269;1
132;118;Undirected;1270;1
133;136;Undirected;1271;1
133;46;Undirected;1272;1
133;130;Undirected;1273;1
134;192;Undirected;1274;1
134;136;Undirected;1275;1
134;154;Undirected;1276;1
134;84;Undirected;1277;1
134;193;Undirected;1278;1
134;135;Undirected;1279;1
134;50;Undirected;1280;1
134;36;Undirected;1281;1
134;80;Undirected;1282;1
134;171;Undirected;1283;1
135;192;Undirected;1284;1
135;173;Undirected;1285;1
135;136;Undirected;1286;1
135;154;Undirected;1287;1
135;70;Undirected;1288;1
135;200;Undirected;1289;1
135;80;Undirected;1290;1
135;10;Undirected;1291;1
135;97;Undirected;1292;1
136;25;Undirected;1293;1
136;11;Undirected;1294;1
136;103;Undirected;1295;1
136;137;Undirected;1296;1
136;106;Undirected;1297;1
136;151;Undirected;1298;1
136;34;Undirected;1299;1
136;64;Undirected;1300;1
136;140;Undirected;1301;1
136;125;Undirected;1302;1
136;92;Undirected;1303;1
136;213;Undirected;1304;1
136;194;Undirected;1305;1
136;157;Undirected;1306;1
136;43;Undirected;1307;1
136;70;Undirected;1308;1
136;200;Undirected;1309;1
136;118;Undirected;1310;1
136;207;Undirected;1311;1
136;133;Undirected;1312;1
136;63;Undirected;1313;1
136;205;Undirected;1314;1
136;192;Undirected;1315;1
136;171;Undirected;1316;1
136;168;Undirected;1317;1
136;69;Undirected;1318;1
136;72;Undirected;1319;1
136;16;Undirected;1320;1
136;114;Undirected;1321;1
136;54;Undirected;1322;1
136;111;Undirected;1323;1
136;49;Undirected;1324;1
136;226;Undirected;1325;1
136;84;Undirected;1326;1
136;169;Undirected;1327;1
136;119;Undirected;1328;1
136;48;Undirected;1329;1
136;163;Undirected;1330;1
136;152;Undirected;1331;1
136;93;Undirected;1332;1
136;85;Undirected;1333;1
136;175;Undirected;1334;1
136;74;Undirected;1335;1
136;159;Undirected;1336;1
136;18;Undirected;1337;1
136;134;Undirected;1338;1
136;101;Undirected;1339;1
136;147;Undirected;1340;1
136;39;Undirected;1341;1
136;146;Undirected;1342;1
136;24;Undirected;1343;1
136;37;Undirected;1344;1
136;102;Undirected;1345;1
136;65;Undirected;1346;1
136;189;Undirected;1347;1
136;130;Undirected;1348;1
136;176;Undirected;1349;1
136;218;Undirected;1350;1
136;45;Undirected;1351;1
136;82;Undirected;1352;1
136;181;Undirected;1353;1
136;8;Undirected;1354;1
136;98;Undirected;1355;1
136;199;Undirected;1356;1
136;202;Undirected;1357;1
136;154;Undirected;1358;1
136;20;Undirected;1359;1
136;50;Undirected;1360;1
136;75;Undirected;1361;1
136;164;Undirected;1362;1
136;170;Undirected;1363;1
136;41;Undirected;1364;1
136;90;Undirected;1365;1
136;31;Undirected;1366;1
136;224;Undirected;1367;1
136;172;Undirected;1368;1
136;233;Undirected;1369;1
136;191;Undirected;1370;1
136;62;Undirected;1371;1
136;87;Undirected;1372;1
136;51;Undirected;1373;1
136;193;Undirected;1374;1
136;36;Undirected;1375;1
136;206;Undirected;1376;1
136;9;Undirected;1377;1
136;59;Undirected;1378;1
136;35;Undirected;1379;1
136;40;Undirected;1380;1
136;99;Undirected;1381;1
136;105;Undirected;1382;1
136;223;Undirected;1383;1
136;229;Undirected;1384;1
136;33;Undirected;1385;1
136;153;Undirected;1386;1
136;44;Undirected;1387;1
136;4;Undirected;1388;1
136;10;Undirected;1389;1
136;21;Undirected;1390;1
136;97;Undirected;1391;1
136;195;Undirected;1392;1
136;79;Undirected;1393;1
136;198;Undirected;1394;1
136;109;Undirected;1395;1
136;120;Undirected;1396;1
136;104;Undirected;1397;1
136;0;Undirected;1398;1
136;30;Undirected;1399;1
136;132;Undirected;1400;1
136;185;Undirected;1401;1
136;80;Undirected;1402;1
136;71;Undirected;1403;1
136;204;Undirected;1404;1
136;219;Undirected;1405;1
136;128;Undirected;1406;1
136;115;Undirected;1407;1
136;161;Undirected;1408;1
136;68;Undirected;1409;1
136;2;Undirected;1410;1
136;83;Undirected;1411;1
136;173;Undirected;1412;1
136;203;Undirected;1413;1
136;53;Undirected;1414;1
136;135;Undirected;1415;1
136;225;Undirected;1416;1
136;141;Undirected;1417;1
136;26;Undirected;1418;1
136;127;Undirected;1419;1
136;124;Undirected;1420;1
136;210;Undirected;1421;1
137;192;Undirected;1422;1
137;136;Undirected;1423;1
137;200;Undirected;1424;1
137;171;Undirected;1425;1
138;115;Undirected;1426;1
138;80;Undirected;1427;1
138;130;Undirected;1428;1
139;118;Undirected;1429;1
140;136;Undirected;1430;1
140;99;Undirected;1431;1
141;136;Undirected;1432;1
141;224;Undirected;1433;1
141;134;Undirected;1434;1
141;9;Undirected;1435;1
142;70;Undirected;1436;1
143;18;Undirected;1437;1
144;18;Undirected;1438;1
145;13;Undirected;1439;1
145;70;Undirected;1440;1
145;130;Undirected;1441;1
146;136;Undirected;1442;1
146;200;Undirected;1443;1
146;176;Undirected;1444;1
146;195;Undirected;1445;1
147;136;Undirected;1446;1
148;192;Undirected;1447;1
148;200;Undirected;1448;1
148;118;Undirected;1449;1
149;50;Undirected;1450;1
149;215;Undirected;1451;1
149;210;Undirected;1452;1
150;50;Undirected;1453;1
151;136;Undirected;1454;1
151;50;Undirected;1455;1
152;192;Undirected;1456;1
152;154;Undirected;1457;1
152;84;Undirected;1458;1
152;1;Undirected;1459;1
152;212;Undirected;1460;1
152;229;Undirected;1461;1
152;50;Undirected;1462;1
152;85;Undirected;1463;1
152;130;Undirected;1464;1
152;95;Undirected;1465;1
152;41;Undirected;1466;1
152;136;Undirected;1467;1
152;198;Undirected;1468;1
152;70;Undirected;1469;1
152;82;Undirected;1470;1
152;80;Undirected;1471;1
152;102;Undirected;1472;1
153;136;Undirected;1473;1
154;25;Undirected;1474;1
154;11;Undirected;1475;1
154;103;Undirected;1476;1
154;106;Undirected;1477;1
154;34;Undirected;1478;1
154;95;Undirected;1479;1
154;178;Undirected;1480;1
154;194;Undirected;1481;1
154;213;Undirected;1482;1
154;70;Undirected;1483;1
154;200;Undirected;1484;1
154;118;Undirected;1485;1
154;205;Undirected;1486;1
154;192;Undirected;1487;1
154;19;Undirected;1488;1
154;171;Undirected;1489;1
154;69;Undirected;1490;1
154;28;Undirected;1491;1
154;111;Undirected;1492;1
154;84;Undirected;1493;1
154;169;Undirected;1494;1
154;163;Undirected;1495;1
154;48;Undirected;1496;1
154;119;Undirected;1497;1
154;152;Undirected;1498;1
154;197;Undirected;1499;1
154;134;Undirected;1500;1
154;123;Undirected;1501;1
154;211;Undirected;1502;1
154;37;Undirected;1503;1
154;65;Undirected;1504;1
154;189;Undirected;1505;1
154;165;Undirected;1506;1
154;130;Undirected;1507;1
154;176;Undirected;1508;1
154;218;Undirected;1509;1
154;8;Undirected;1510;1
154;77;Undirected;1511;1
154;98;Undirected;1512;1
154;50;Undirected;1513;1
154;75;Undirected;1514;1
154;41;Undirected;1515;1
154;87;Undirected;1516;1
154;193;Undirected;1517;1
154;9;Undirected;1518;1
154;59;Undirected;1519;1
154;27;Undirected;1520;1
154;35;Undirected;1521;1
154;105;Undirected;1522;1
154;229;Undirected;1523;1
154;44;Undirected;1524;1
154;4;Undirected;1525;1
154;97;Undirected;1526;1
154;22;Undirected;1527;1
154;195;Undirected;1528;1
154;136;Undirected;1529;1
154;198;Undirected;1530;1
154;0;Undirected;1531;1
154;120;Undirected;1532;1
154;132;Undirected;1533;1
154;80;Undirected;1534;1
154;185;Undirected;1535;1
154;128;Undirected;1536;1
154;2;Undirected;1537;1
154;173;Undirected;1538;1
154;203;Undirected;1539;1
154;135;Undirected;1540;1
154;127;Undirected;1541;1
154;210;Undirected;1542;1
155;80;Undirected;1543;1
156;200;Undirected;1544;1
156;24;Undirected;1545;1
157;136;Undirected;1546;1
157;154;Undirected;1547;1
157;53;Undirected;1548;1
157;70;Undirected;1549;1
157;50;Undirected;1550;1
157;80;Undirected;1551;1
157;41;Undirected;1552;1
158;173;Undirected;1553;1
159;136;Undirected;1554;1
159;87;Undirected;1555;1
159;70;Undirected;1556;1
159;50;Undirected;1557;1
159;130;Undirected;1558;1
159;168;Undirected;1559;1
159;72;Undirected;1560;1
160;173;Undirected;1561;1
160;192;Undirected;1562;1
160;70;Undirected;1563;1
160;200;Undirected;1564;1
160;80;Undirected;1565;1
161;136;Undirected;1566;1
161;39;Undirected;1567;1
162;192;Undirected;1568;1
162;173;Undirected;1569;1
162;70;Undirected;1570;1
162;200;Undirected;1571;1
162;80;Undirected;1572;1
163;192;Undirected;1573;1
163;154;Undirected;1574;1
163;87;Undirected;1575;1
163;84;Undirected;1576;1
163;106;Undirected;1577;1
163;131;Undirected;1578;1
163;20;Undirected;1579;1
163;50;Undirected;1580;1
163;130;Undirected;1581;1
163;195;Undirected;1582;1
163;136;Undirected;1583;1
163;45;Undirected;1584;1
163;70;Undirected;1585;1
163;132;Undirected;1586;1
163;80;Undirected;1587;1
163;118;Undirected;1588;1
163;127;Undirected;1589;1
164;136;Undirected;1590;1
164;128;Undirected;1591;1
164;53;Undirected;1592;1
164;50;Undirected;1593;1
164;215;Undirected;1594;1
164;185;Undirected;1595;1
164;80;Undirected;1596;1
164;41;Undirected;1597;1
165;154;Undirected;1598;1
165;84;Undirected;1599;1
165;106;Undirected;1600;1
165;70;Undirected;1601;1
165;35;Undirected;1602;1
165;50;Undirected;1603;1
165;80;Undirected;1604;1
165;41;Undirected;1605;1
166;200;Undirected;1606;1
167;173;Undirected;1607;1
168;192;Undirected;1608;1
168;87;Undirected;1609;1
168;103;Undirected;1610;1
168;96;Undirected;1611;1
168;106;Undirected;1612;1
168;48;Undirected;1613;1
168;50;Undirected;1614;1
168;130;Undirected;1615;1
168;195;Undirected;1616;1
168;41;Undirected;1617;1
168;136;Undirected;1618;1
168;70;Undirected;1619;1
168;80;Undirected;1620;1
168;37;Undirected;1621;1
169;136;Undirected;1622;1
169;159;Undirected;1623;1
169;49;Undirected;1624;1
169;154;Undirected;1625;1
169;70;Undirected;1626;1
169;50;Undirected;1627;1
169;80;Undirected;1628;1
169;130;Undirected;1629;1
169;207;Undirected;1630;1
169;41;Undirected;1631;1
170;136;Undirected;1632;1
170;225;Undirected;1633;1
171;19;Undirected;1634;1
171;49;Undirected;1635;1
171;154;Undirected;1636;1
171;50;Undirected;1637;1
171;44;Undirected;1638;1
171;130;Undirected;1639;1
171;41;Undirected;1640;1
171;136;Undirected;1641;1
171;70;Undirected;1642;1
171;30;Undirected;1643;1
171;80;Undirected;1644;1
171;86;Undirected;1645;1
171;219;Undirected;1646;1
172;192;Undirected;1647;1
172;55;Undirected;1648;1
172;154;Undirected;1649;1
172;96;Undirected;1650;1
172;50;Undirected;1651;1
172;130;Undirected;1652;1
172;176;Undirected;1653;1
172;41;Undirected;1654;1
172;136;Undirected;1655;1
172;12;Undirected;1656;1
172;109;Undirected;1657;1
172;120;Undirected;1658;1
172;86;Undirected;1659;1
172;80;Undirected;1660;1
172;207;Undirected;1661;1
172;208;Undirected;1662;1
173;154;Undirected;1663;1
173;103;Undirected;1664;1
173;60;Undirected;1665;1
173;48;Undirected;1666;1
173;195;Undirected;1667;1
173;194;Undirected;1668;1
173;41;Undirected;1669;1
173;136;Undirected;1670;1
173;191;Undirected;1671;1
173;158;Undirected;1672;1
173;70;Undirected;1673;1
173;108;Undirected;1674;1
173;200;Undirected;1675;1
173;80;Undirected;1676;1
173;187;Undirected;1677;1
173;24;Undirected;1678;1
173;118;Undirected;1679;1
173;23;Undirected;1680;1
173;192;Undirected;1681;1
173;162;Undirected;1682;1
173;65;Undirected;1683;1
173;188;Undirected;1684;1
173;206;Undirected;1685;1
173;183;Undirected;1686;1
173;160;Undirected;1687;1
173;216;Undirected;1688;1
173;69;Undirected;1689;1
173;135;Undirected;1690;1
173;82;Undirected;1691;1
173;167;Undirected;1692;1
173;127;Undirected;1693;1
174;200;Undirected;1694;1
174;24;Undirected;1695;1
175;136;Undirected;1696;1
175;105;Undirected;1697;1
175;50;Undirected;1698;1
175;2;Undirected;1699;1
175;130;Undirected;1700;1
175;176;Undirected;1701;1
176;192;Undirected;1702;1
176;154;Undirected;1703;1
176;87;Undirected;1704;1
176;106;Undirected;1705;1
176;50;Undirected;1706;1
176;130;Undirected;1707;1
176;175;Undirected;1708;1
176;41;Undirected;1709;1
176;136;Undirected;1710;1
176;159;Undirected;1711;1
176;138;Undirected;1712;1
176;70;Undirected;1713;1
176;200;Undirected;1714;1
176;80;Undirected;1715;1
177;173;Undirected;1716;1
177;118;Undirected;1717;1
178;154;Undirected;1718;1
178;80;Undirected;1719;1
179;217;Undirected;1720;1
179;35;Undirected;1721;1
179;122;Undirected;1722;1
179;130;Undirected;1723;1
180;169;Undirected;1724;1
180;70;Undirected;1725;1
180;80;Undirected;1726;1
180;130;Undirected;1727;1
180;171;Undirected;1728;1
181;192;Undirected;1729;1
181;136;Undirected;1730;1
181;50;Undirected;1731;1
181;93;Undirected;1732;1
182;128;Undirected;1733;1
182;70;Undirected;1734;1
182;50;Undirected;1735;1
182;171;Undirected;1736;1
182;130;Undirected;1737;1
183;192;Undirected;1738;1
183;173;Undirected;1739;1
183;70;Undirected;1740;1
183;200;Undirected;1741;1
183;80;Undirected;1742;1
183;118;Undirected;1743;1
184;18;Undirected;1744;1
185;136;Undirected;1745;1
185;154;Undirected;1746;1
185;84;Undirected;1747;1
185;114;Undirected;1748;1
185;212;Undirected;1749;1
185;50;Undirected;1750;1
185;86;Undirected;1751;1
185;80;Undirected;1752;1
185;130;Undirected;1753;1
185;41;Undirected;1754;1
186;30;Undirected;1755;1
186;50;Undirected;1756;1
186;80;Undirected;1757;1
187;173;Undirected;1758;1
187;200;Undirected;1759;1
188;173;Undirected;1760;1
188;200;Undirected;1761;1
188;118;Undirected;1762;1
189;192;Undirected;1763;1
189;154;Undirected;1764;1
189;49;Undirected;1765;1
189;87;Undirected;1766;1
189;84;Undirected;1767;1
189;106;Undirected;1768;1
189;50;Undirected;1769;1
189;20;Undirected;1770;1
189;130;Undirected;1771;1
189;10;Undirected;1772;1
189;21;Undirected;1773;1
189;41;Undirected;1774;1
189;173;Undirected;1775;1
189;136;Undirected;1776;1
189;45;Undirected;1777;1
189;134;Undirected;1778;1
189;70;Undirected;1779;1
189;200;Undirected;1780;1
189;80;Undirected;1781;1
189;118;Undirected;1782;1
189;24;Undirected;1783;1
190;172;Undirected;1784;1
190;70;Undirected;1785;1
190;120;Undirected;1786;1
190;80;Undirected;1787;1
190;171;Undirected;1788;1
190;130;Undirected;1789;1
191;173;Undirected;1790;1
191;192;Undirected;1791;1
191;136;Undirected;1792;1
191;134;Undirected;1793;1
191;70;Undirected;1794;1
191;200;Undirected;1795;1
191;50;Undirected;1796;1
191;80;Undirected;1797;1
192;154;Undirected;1798;1
192;11;Undirected;1799;1
192;103;Undirected;1800;1
192;137;Undirected;1801;1
192;50;Undirected;1802;1
192;194;Undirected;1803;1
192;90;Undirected;1804;1
192;172;Undirected;1805;1
192;70;Undirected;1806;1
192;191;Undirected;1807;1
192;200;Undirected;1808;1
192;118;Undirected;1809;1
192;63;Undirected;1810;1
192;162;Undirected;1811;1
192;66;Undirected;1812;1
192;206;Undirected;1813;1
192;183;Undirected;1814;1
192;216;Undirected;1815;1
192;168;Undirected;1816;1
192;9;Undirected;1817;1
192;59;Undirected;1818;1
192;111;Undirected;1819;1
192;223;Undirected;1820;1
192;48;Undirected;1821;1
192;152;Undirected;1822;1
192;44;Undirected;1823;1
192;195;Undirected;1824;1
192;136;Undirected;1825;1
192;18;Undirected;1826;1
192;71;Undirected;1827;1
192;80;Undirected;1828;1
192;24;Undirected;1829;1
192;189;Undirected;1830;1
192;68;Undirected;1831;1
192;148;Undirected;1832;1
192;160;Undirected;1833;1
192;176;Undirected;1834;1
192;218;Undirected;1835;1
192;83;Undirected;1836;1
192;173;Undirected;1837;1
192;203;Undirected;1838;1
192;82;Undirected;1839;1
192;135;Undirected;1840;1
192;181;Undirected;1841;1
192;127;Undirected;1842;1
193;136;Undirected;1843;1
193;154;Undirected;1844;1
193;70;Undirected;1845;1
193;53;Undirected;1846;1
193;0;Undirected;1847;1
193;50;Undirected;1848;1
193;80;Undirected;1849;1
193;130;Undirected;1850;1
194;192;Undirected;1851;1
194;25;Undirected;1852;1
194;154;Undirected;1853;1
194;115;Undirected;1854;1
194;189;Undirected;1855;1
194;50;Undirected;1856;1
194;41;Undirected;1857;1
194;173;Undirected;1858;1
194;136;Undirected;1859;1
194;70;Undirected;1860;1
194;109;Undirected;1861;1
194;200;Undirected;1862;1
194;118;Undirected;1863;1
195;154;Undirected;1864;1
195;84;Undirected;1865;1
195;50;Undirected;1866;1
195;41;Undirected;1867;1
195;136;Undirected;1868;1
195;70;Undirected;1869;1
195;109;Undirected;1870;1
195;200;Undirected;1871;1
195;80;Undirected;1872;1
195;118;Undirected;1873;1
195;146;Undirected;1874;1
195;102;Undirected;1875;1
195;192;Undirected;1876;1
195;115;Undirected;1877;1
195;69;Undirected;1878;1
195;173;Undirected;1879;1
196;118;Undirected;1880;1
197;154;Undirected;1881;1
197;50;Undirected;1882;1
197;80;Undirected;1883;1
197;41;Undirected;1884;1
198;136;Undirected;1885;1
198;154;Undirected;1886;1
198;50;Undirected;1887;1
198;152;Undirected;1888;1
198;44;Undirected;1889;1
198;80;Undirected;1890;1
198;130;Undirected;1891;1
199;136;Undirected;1892;1
199;221;Undirected;1893;1
199;50;Undirected;1894;1
200;154;Undirected;1895;1
200;103;Undirected;1896;1
200;137;Undirected;1897;1
200;50;Undirected;1898;1
200;194;Undirected;1899;1
200;41;Undirected;1900;1
200;90;Undirected;1901;1
200;191;Undirected;1902;1
200;70;Undirected;1903;1
200;187;Undirected;1904;1
200;118;Undirected;1905;1
200;166;Undirected;1906;1
200;63;Undirected;1907;1
200;192;Undirected;1908;1
200;162;Undirected;1909;1
200;66;Undirected;1910;1
200;193;Undirected;1911;1
200;232;Undirected;1912;1
200;206;Undirected;1913;1
200;183;Undirected;1914;1
200;216;Undirected;1915;1
200;69;Undirected;1916;1
200;116;Undirected;1917;1
200;174;Undirected;1918;1
200;84;Undirected;1919;1
200;60;Undirected;1920;1
200;48;Undirected;1921;1
200;15;Undirected;1922;1
200;195;Undirected;1923;1
200;136;Undirected;1924;1
200;18;Undirected;1925;1
200;80;Undirected;1926;1
200;71;Undirected;1927;1
200;146;Undirected;1928;1
200;24;Undirected;1929;1
200;23;Undirected;1930;1
200;156;Undirected;1931;1
200;222;Undirected;1932;1
200;209;Undirected;1933;1
200;65;Undirected;1934;1
200;188;Undirected;1935;1
200;148;Undirected;1936;1
200;68;Undirected;1937;1
200;130;Undirected;1938;1
200;160;Undirected;1939;1
200;83;Undirected;1940;1
200;173;Undirected;1941;1
200;203;Undirected;1942;1
200;135;Undirected;1943;1
200;17;Undirected;1944;1
200;127;Undirected;1945;1
201;113;Undirected;1946;1
201;130;Undirected;1947;1
202;136;Undirected;1948;1
202;147;Undirected;1949;1
202;79;Undirected;1950;1
203;192;Undirected;1951;1
203;154;Undirected;1952;1
203;84;Undirected;1953;1
203;189;Undirected;1954;1
203;50;Undirected;1955;1
203;130;Undirected;1956;1
203;10;Undirected;1957;1
203;168;Undirected;1958;1
203;41;Undirected;1959;1
203;173;Undirected;1960;1
203;136;Undirected;1961;1
203;70;Undirected;1962;1
203;109;Undirected;1963;1
203;200;Undirected;1964;1
204;136;Undirected;1965;1
204;57;Undirected;1966;1
204;186;Undirected;1967;1
204;50;Undirected;1968;1
204;80;Undirected;1969;1
204;88;Undirected;1970;1
204;41;Undirected;1971;1
205;154;Undirected;1972;1
205;87;Undirected;1973;1
205;84;Undirected;1974;1
205;50;Undirected;1975;1
205;130;Undirected;1976;1
205;175;Undirected;1977;1
205;69;Undirected;1978;1
205;41;Undirected;1979;1
205;173;Undirected;1980;1
205;136;Undirected;1981;1
205;70;Undirected;1982;1
205;80;Undirected;1983;1
206;192;Undirected;1984;1
206;173;Undirected;1985;1
206;136;Undirected;1986;1
206;200;Undirected;1987;1
206;24;Undirected;1988;1
206;102;Undirected;1989;1
207;136;Undirected;1990;1
207;45;Undirected;1991;1
207;70;Undirected;1992;1
207;169;Undirected;1993;1
207;131;Undirected;1994;1
207;28;Undirected;1995;1
207;50;Undirected;1996;1
207;130;Undirected;1997;1
208;50;Undirected;1998;1
208;149;Undirected;1999;1
208;10;Undirected;2000;1
209;200;Undirected;2001;1
210;87;Undirected;2002;1
210;154;Undirected;2003;1
210;84;Undirected;2004;1
210;119;Undirected;2005;1
210;50;Undirected;2006;1
210;80;Undirected;2007;1
210;111;Undirected;2008;1
211;154;Undirected;2009;1
211;134;Undirected;2010;1
211;84;Undirected;2011;1
211;106;Undirected;2012;1
211;20;Undirected;2013;1
211;50;Undirected;2014;1
211;41;Undirected;2015;1
212;44;Undirected;2016;1
212;152;Undirected;2017;1
212;80;Undirected;2018;1
212;130;Undirected;2019;1
212;111;Undirected;2020;1
213;136;Undirected;2021;1
213;91;Undirected;2022;1
213;87;Undirected;2023;1
213;154;Undirected;2024;1
213;84;Undirected;2025;1
213;70;Undirected;2026;1
213;20;Undirected;2027;1
213;50;Undirected;2028;1
213;80;Undirected;2029;1
213;130;Undirected;2030;1
213;41;Undirected;2031;1
214;50;Undirected;2032;1
215;150;Undirected;2033;1
215;20;Undirected;2034;1
215;50;Undirected;2035;1
216;192;Undirected;2036;1
216;173;Undirected;2037;1
216;200;Undirected;2038;1
217;145;Undirected;2039;1
217;50;Undirected;2040;1
217;130;Undirected;2041;1
217;41;Undirected;2042;1
218;136;Undirected;2043;1
218;192;Undirected;2044;1
218;25;Undirected;2045;1
218;59;Undirected;2046;1
218;154;Undirected;2047;1
218;70;Undirected;2048;1
218;80;Undirected;2049;1
219;136;Undirected;2050;1
219;154;Undirected;2051;1
219;70;Undirected;2052;1
219;50;Undirected;2053;1
219;34;Undirected;2054;1
219;130;Undirected;2055;1
219;41;Undirected;2056;1
220;50;Undirected;2057;1
221;31;Undirected;2058;1
221;50;Undirected;2059;1
221;32;Undirected;2060;1
221;41;Undirected;2061;1
222;200;Undirected;2062;1
223;192;Undirected;2063;1
223;84;Undirected;2064;1
223;50;Undirected;2065;1
223;4;Undirected;2066;1
